Open,High,Low,Close,Date
-0.8106820133809874,-0.8149800013057792,-0.8219237334997435,-0.811614533203116,42
-0.8121906370379895,-0.8050449461268291,-0.7992109650419474,-0.8113777920558195,43
-0.8112438578658571,-0.8221829145116227,-0.8404549764836162,-0.8493013878512254,44
-0.8508642505473524,-0.862253293023187,-0.9098535252175182,-0.9170965175771407,45
-0.9168861907609316,-0.9181451732716106,-0.9533544353149382,-0.9302573926933788,46
-0.9296100847552263,-0.9087936005941858,-0.914928244204614,-0.9022090301228449,47
-0.90229022716232,-0.8675684146839256,-0.8854443118606155,-0.8642464212577894,48
-0.8659201548979615,-0.8764119073466257,-0.8710260848404865,-0.8745114974756468,49
-0.8750072193139973,-0.8744562870241133,-0.889623681129286,-0.8994210914084417,50
-0.9002661250415736,-0.88209207993456,-0.884466993431847,-0.8941219950390186,51
-0.8952626167609362,-0.8645292325228002,-0.8781044483340842,-0.8547997919214539,52
-0.8549078392770694,-0.8355429780001703,-0.8408178516845264,-0.8240470407359202,53
-0.8234275256938763,-0.8300408333194466,-0.8150847143332681,-0.8260307075523389,54
-0.8259014230896891,-0.8146110321118193,-0.809237500842184,-0.8018289741425304,55
-0.8024521013207739,-0.7918122131334048,-0.7915485742524047,-0.7975070715473952,56
-0.7958284108553395,-0.787432972454035,-0.7989156331962468,-0.7917612925583497,57
-0.7927820854385556,-0.7952387632619273,-0.7905048891724584,-0.795775481761242,58
-0.7967668767123913,-0.7674656685148797,-0.7796504767464798,-0.7561419122628502,59
-0.7657596985615602,-0.7490446055302944,-0.7665427128614467,-0.738437519173335,60
-0.7393897682622523,-0.7462746061870632,-0.7564413540068698,-0.7674053214475327,61
-0.7688890843521229,-0.776872100897324,-0.7637623363129609,-0.7704096056334431,62
-0.7741656553096778,-0.788057869418672,-0.8450580308450529,-0.8504813823117038,63
-0.8512272588789551,-0.836797810670908,-0.8541790577547157,-0.861015842839897,64
-0.8656150155026647,-0.8469298033773732,-0.8645436316581511,-0.8583230502855076,65
-0.8590673667451286,-0.8593897439433252,-0.8444062184292802,-0.8536623339062797,66
-0.8531348448503684,-0.7994033587964701,-0.8357734831438592,-0.7886031522917774,67
-0.7885581454938116,-0.7749376907601334,-0.7714774187152409,-0.7637580099934335,68
-0.765197791214042,-0.7675662632968312,-0.7507444671889049,-0.7606644607685205,69
-0.7621612160249318,-0.7710897322037636,-0.7617810243587952,-0.7611820128895594,70
-0.7577236457327038,-0.7512921966063273,-0.7407769183332388,-0.744323770535291,71
-0.7457883407958285,-0.7519755598816239,-0.7365407854965574,-0.7426866889086322,72
-0.7435247800365966,-0.7429846715994447,-0.7505577946877927,-0.732740675453744,73
-0.732307600172123,-0.7336167755483868,-0.7318319090855298,-0.7329812377412803,74
-0.7337641548770816,-0.7140259202048305,-0.7169215497083391,-0.7060916745700963,75
-0.7079526073327331,-0.716885049106409,-0.7129116654422987,-0.704754427823999,76
-0.7047631715643804,-0.6981968570051446,-0.7049894487717389,-0.7023195152180403,77
-0.7033445531070186,-0.7033974020868562,-0.7022915432251353,-0.7067327076586827,78
-0.70597419990394,-0.7009888355336541,-0.7271498496410894,-0.7391046673826038,79
-0.7372904835015531,-0.7352944390682745,-0.7357717743204616,-0.7268930857519935,80
-0.7253807728157444,-0.7296754495595862,-0.7189229373999017,-0.7250046695205232,81
-0.7204456543401546,-0.7250976564052956,-0.7527277131375467,-0.7627502069024039,82
-0.7663505009612547,-0.7807905830554248,-0.819426876694814,-0.803080480473328,83
-0.8033645134340563,-0.7958664448617413,-0.8032028567308953,-0.8097357949835742,84
-0.8122793606561132,-0.8266200503968576,-0.8644516982219983,-0.8723188487329225,85
-0.8733361367729109,-0.8882369757659484,-1.0934949867626156,-1.0315163865029655,86
-1.034256888496231,-1.0498507676900855,-1.28894992558586,-1.1386268909871369,87
-1.13818932051627,-1.0082664152229317,-1.1236590277073948,-1.033330016140297,88
-1.032695177172042,-0.998685851029774,-1.086966893543352,-1.0913929705088279,89
-1.0917420630230954,-0.9849572102601425,-1.073343771276112,-0.9738820987984184,90
-0.9755774755274887,-0.9909186390727263,-1.0609588244048165,-1.0097320439729587,91
-1.0088387664298275,-0.9874468162542975,-1.0087972029240697,-1.0075122794802704,92
-1.00744838534173,-1.0128036968303582,-1.0366703382257563,-1.045401673411745,93
-1.0447381553406454,-1.0336268870075351,-1.0609073666428077,-1.0556332411093974,94
-1.0554696195575495,-1.0043489179133966,-1.0541922067639815,-0.9954846299489803,95
-0.9969574906345171,-0.9381226125331193,-0.9789711100243212,-0.9480409145553664,96
-0.9488791422414811,-0.9523024515209673,-0.9473624473802332,-0.9415242891527653,97
-0.94675250092742,-0.9619695234531095,-0.9982353113683442,-0.9937426963614829,98
-0.99465658928258,-1.0028205851322247,-1.046311030083523,-1.057063368111871,99
-1.0583629521571418,-1.0598340489641838,-1.073620310774178,-1.0614629907199853,100
-1.0623022698364706,-1.076012004128393,-1.1552607181004104,-1.1537890516678444,101
-1.1471984242471416,-1.137638647759642,-1.149165103815926,-1.1605521850106228,102
-1.1620647525864534,-1.1245791888597616,-1.1433608552090386,-1.1278993257181293,103
-1.123417769942878,-1.0441570339916217,-1.1048818231311825,-1.033800499336019,104
-1.0344249010670343,-1.0124402502710157,-1.0494114981327123,-1.000209932523908,105
-1.0006121532062882,-1.001506926177667,-1.0092136860316032,-1.0088040625713472,106
-1.0092196088541359,-0.995002362162937,-0.9965969173592719,-1.0075122794802704,107
-1.0129499401959097,-1.0284520563848643,-1.0454773399619648,-1.0498568194082993,108
-1.0499346541411094,-1.0370740337595092,-1.0442019039565387,-1.0372324372952755,109
-1.0409732174086845,-1.0563927476693549,-1.0534914201589292,-1.0647443863355892,110
-1.0651384736672789,-1.0468162864045774,-1.0664083718856852,-1.0342374547930937,111
-1.0351140199459552,-1.0237743665886478,-1.0169618201632036,-1.0110753656925546,112
-1.0115397683155285,-0.9951005841470587,-1.00065418593919,-1.0116228688959783,113
-1.0132154467189656,-1.016590885228392,-1.0081643718998674,-1.0060889785775105,114
-1.0070348140930245,-1.0205855698095292,-1.0515953026135003,-1.0265886385991463,115
-1.0277337957695565,-1.0432995818464896,-1.1079121417065319,-1.1195658025681234,116
-1.1185098163654257,-1.1280509388056077,-1.15187563392582,-1.1511809703756999,117
-1.1511456170158356,-1.142203229657479,-1.1395138871966446,-1.1307572006615247,118
-1.1327597813416863,-1.1487778846577101,-1.203523520082896,-1.1848068352683456,119
-1.1870956320578654,-1.1860683325899586,-1.2229119698610658,-1.174284956057399,120
-1.1766756732057513,-1.159449195270732,-1.181090465751519,-1.1505879851658358,121
-1.150104163232738,-1.113119558956337,-1.1368225223496964,-1.1483973165460148,122
-1.1504811122460492,-1.1665396124607132,-1.2381806453497894,-1.239899877233594,123
-1.2407149035706664,-1.2066099384481934,-1.2277978090623158,-1.1942869268380245,124
-1.1953105981513061,-1.211598090158215,-1.2758510371795184,-1.2860745310868649,125
-1.280450142289012,-1.2594207525814587,-1.2811217207346228,-1.2745028762590256,126
-1.274715293318015,-1.2216358227026936,-1.2558482048872455,-1.258777860408751,127
-1.258577700178088,-1.2474840433170118,-1.253584431353761,-1.2451075556394182,128
-1.243363781344549,-1.1564705131602389,-1.224306577785426,-1.1464245052736242,129
-1.1468937494845426,-1.1509212766943102,-1.1534316829178495,-1.1639526038362997,130
-1.1648685599821753,-1.168361738027495,-1.1676257743993277,-1.1634457692705473,131
-1.1644340570486575,-1.1301339767640617,-1.157890026962523,-1.1234534083049625,132
-1.124301965293021,-1.1385612913409602,-1.1917896755443573,-1.198455181261734,133
-1.1989250665385105,-1.1912544701966699,-1.2198065520363306,-1.1965911889891139,134
-1.1968034900977713,-1.1493312739184,-1.1779486264555072,-1.191194630271055,135
-1.192200229822413,-1.1794074621598425,-1.1791237748494563,-1.1848068352683456,136
-1.1874989099939617,-1.1945676125694602,-1.218321601129038,-1.2310728946724467,137
-1.2378622804901838,-1.1920593888715354,-1.2197878216533165,-1.1886220069641618,138
-1.1897194995238682,-1.2027033665825817,-1.2014570157406617,-1.2076569513735997,139
-1.2095160579171949,-1.2068683073930253,-1.2052941626129634,-1.1938264385767068,140
-1.194537207392233,-1.1917117244873656,-1.1854913872034685,-1.199009246747603,141
-1.1994050122016084,-1.185175207652739,-1.183151439288501,-1.1825364461513554,142
-1.1826456999499348,-1.1492062491852377,-1.1901437313326175,-1.145653955119327,143
-1.1458369868475664,-1.1370002716298815,-1.129915884044643,-1.1429148911357991,144
-1.1426343918988255,-1.125142545953811,-1.124353182378971,-1.1176605344586767,145
-1.1194444151558727,-1.1011958112218612,-1.1009257355960718,-1.0901602610188095,146
-1.091047720220089,-1.0939659436316738,-1.087576783664569,-1.0858957257909339,147
-1.088515604952946,-1.090767971686392,-1.0842685171270177,-1.0950966618520637,148
-1.0959660978269765,-1.0945023226256345,-1.0885180741778866,-1.103104227231519,149
-1.1042526108909632,-1.0789943721589204,-1.085799951287859,-1.0644193267103086,150
-1.0650529765917456,-1.068816589180025,-1.0581633691961165,-1.0719782952348977,151
-1.0719403547494786,-1.0473048866289125,-1.057135484267836,-1.035986698042444,152
-1.035937741191066,-1.0406287631625863,-1.0320724578653642,-1.0459770557454977,153
-1.0135641676334743,-1.0179158819687266,-1.018033132755833,-1.0250159811386181,154
-1.0262446929464388,-1.0326742082640028,-1.0230641792150306,-1.0370808232779642,155
-1.0379568997931394,-1.048788135558749,-1.0473155778180818,-1.053184526248538,156
-1.0500023632373316,-1.064864173107616,-1.0506054449807862,-1.0562971188077885,157
-1.0571030127007293,-1.070318295805377,-1.0638962809827266,-1.0747115351746048,158
-1.0793547430980717,-1.0893351301502074,-1.0961902676819355,-1.1091472958886137,159
-1.1106117987678714,-1.1122277693052507,-1.1157766875874582,-1.0986336232651395,160
-1.1009506766895127,-1.0968231111134341,-1.10519866448366,-1.1178721666921323,161
-1.1185449387384407,-1.1107073751090666,-1.109323375561478,-1.0989475600088696,162
-1.10014805875112,-1.078702892179994,-1.0856431939948261,-1.0632054810112637,163
-1.0639761048815497,-1.0620244831100378,-1.0488489546631161,-1.0487546730091304,164
-1.0499007178055353,-1.0645238522920926,-1.0604783318180737,-1.0667297973418943,165
-1.0673799211964305,-1.0728807594241625,-1.0686307893874865,-1.0623853183367225,166
-1.0635147437331682,-1.0785827964022787,-1.0817826156716865,-1.0941742505538292,167
-1.0946961001347384,-1.0992337392752163,-1.1062728814808913,-1.1218443739089707,168
-1.1202559425222247,-1.1362201953380884,-1.135657555243788,-1.14730309816634,169
-1.1474494139330715,-1.1438935219548898,-1.1398909403889328,-1.1527814018236207,170
-1.1526370683433689,-1.1457102101331762,-1.1436847788349132,-1.131841110419126,171
-1.1299182269464094,-1.134873795235973,-1.1558769601632983,-1.1616187076012596,172
-1.1593556650307586,-1.1521548080926736,-1.1444768264494043,-1.1490793157147197,173
-1.1502836860222734,-1.1521727980464704,-1.1884068201433309,-1.1965726347550936,174
-1.1975780643484288,-1.2138753216914537,-1.2178332575462574,-1.2053380699727378,175
-1.2051940183290484,-1.2167675161259441,-1.244138878156328,-1.2543299757547428,176
-1.2547044669405278,-1.2320118201572154,-1.2549461271799744,-1.2198396205661068,177
-1.219386950330137,-1.211283747499022,-1.225268252789729,-1.238312366319381,178
-1.2397130127966796,-1.256191733455164,-1.303449711677898,-1.286909530130555,179
-1.2796379782568388,-1.2960751671097306,-1.3200223383263892,-1.3068943116143321,180
-1.2999965339049466,-1.288907102089175,-1.2813165123236097,-1.278132515444938,181
-1.2787103333872665,-1.2854497076229245,-1.3112009509307652,-1.272055133227359,182
-1.2728848897307519,-1.2803052805457844,-1.2722621903283777,-1.2806468120718018,183
-1.2741178683459013,-1.2595158136826217,-1.2549270148623406,-1.259332331713916,184
-1.2602210304332317,-1.241979022197412,-1.2451879683838765,-1.2288167158890555,185
-1.2297835347001604,-1.2360782037121034,-1.2420807214840202,-1.2555506704199118,186
-1.256382534950758,-1.2717263215781676,-1.2731926021437223,-1.2856280849522905,187
-1.286533621544886,-1.292409910405628,-1.3345030903746828,-1.347542029864175,188
-1.3469751763405808,-1.3639158448247277,-1.378476847188022,-1.380488103671353,189
-1.3794608151361072,-1.3822720515179032,-1.4073048359829041,-1.4116245086879724,190
-1.413124617462833,-1.399215687610492,-1.4338518371699078,-1.3861324943612885,191
-1.387029640733618,-1.3746019500088638,-1.3766239737440609,-1.3603380222685173,192
-1.3614400800931215,-1.37844304482989,-1.4228293076410676,-1.4344901349406756,193
-1.4355312465220862,-1.4415340742276546,-1.4645283938024616,-1.4755902703103925,194
-1.4768046751421513,-1.4788770055595142,-1.5277769450201983,-1.5389537335914323,195
-1.540466584249404,-1.465250403653561,-1.5412725014075521,-1.45288917894861,196
-1.4532256917631667,-1.4694450545678357,-1.5292812148730544,-1.5259891203789668,197
-1.5264517889880327,-1.4970231871712092,-1.5196267975628033,-1.4862466514178758,198
-1.493219396970963,-1.4621108741975557,-1.4730763805198066,-1.4801617493278836,199
-1.4815936031496608,-1.4991140351543624,-1.5197831068264254,-1.4982392004592882,200
-1.498075486150297,-1.4388367469524128,-1.4779113662941898,-1.4258672508384456,201
-1.4273501741513774,-1.431041799225152,-1.4265522906995323,-1.4237233885031746,202
-1.4230010762930443,-1.4195286862491683,-1.46766935514346,-1.4719373925447925,203
-1.47347536793772,-1.4605751698773657,-1.472097959265241,-1.4759581867309335,204
-1.4769994213627824,-1.4938916290054893,-1.547049600983386,-1.5550240773483803,205
-1.5556809925893162,-1.5471191892838432,-1.5677317928029801,-1.575247636767831,206
-1.573154236115439,-1.5254394821597508,-1.5526638419251506,-1.5164612675400906,207
-1.510363152257092,-1.4637974675447494,-1.5063194575298111,-1.4533591659722411,208
-1.4542508420231592,-1.4393632512150762,-1.442570682339149,-1.4248581073744406,209
-1.4261724266635596,-1.4000804017603565,-1.414923535011035,-1.3913001562630931,210
-1.3894569530985736,-1.308152509251599,-1.3697648634716273,-1.2963167836575935,211
-1.2974361615177865,-1.2895257371063236,-1.3136401802222213,-1.3132913984235575,212
-1.311298472134738,-1.3280854911362512,-1.349206782509356,-1.3619593474422975,213
-1.3748819684895563,-1.3633106256393466,-1.3552532182682504,-1.353766804717291,214
-1.3546061477631837,-1.3715796806847043,-1.4060278996854714,-1.4121460898591833,215
-1.412457004206605,-1.37368865962933,-1.3926649618451648,-1.3612702192998962,216
-1.361824902566912,-1.3676121665708025,-1.3539123335464804,-1.353423718808369,217
-1.3548483496083663,-1.3351773748532132,-1.3742797480917777,-1.3211970008032712,218
-1.317115244935735,-1.329944922030083,-1.3227731889258787,-1.3284221777697356,219
-1.3291254482324784,-1.2989505686099327,-1.3175541493559186,-1.286171607923683,220
-1.2857381402939059,-1.2602005170217965,-1.2674048726652987,-1.2804727422442805,221
-1.2822497276725164,-1.2738528614356204,-1.2713515688220773,-1.2780358838925545,222
-1.2810497353160883,-1.2868588160675893,-1.2828950518770281,-1.2758534714380874,223
-1.276798465719637,-1.2566662169603573,-1.2575959629994584,-1.2411105358968166,224
-1.2417927431380318,-1.2473330234810671,-1.2589801461074563,-1.2670931928876648,225
-1.2695950596524626,-1.276730509732727,-1.2699769845032831,-1.2760272705053892,226
-1.2787875082578433,-1.2932625727752998,-1.2996461126560925,-1.314415611153404,227
-1.3152990845963073,-1.3254976209732219,-1.3160232524277427,-1.3293375094631161,228
-1.3301995516096807,-1.346828132287165,-1.3413655731997336,-1.3392363887322376,229
-1.3412384761721812,-1.3304397626188678,-1.321755932541428,-1.3203255555090612,230
-1.3210302270404508,-1.3369251905363202,-1.359710275494941,-1.3733509141239064,231
-1.3742287968820939,-1.3696353286701681,-1.3692321391287416,-1.3556446235215516,232
-1.3603665863138825,-1.344791301742302,-1.3408009164802623,-1.3524555194694987,233
-1.3533958384869673,-1.3663792603308942,-1.3548265152044956,-1.3515886333466645,234
-1.3527305647089463,-1.358637255713932,-1.3550906618378336,-1.3699867515025685,235
-1.371414997613872,-1.3828430102755007,-1.388247238359339,-1.4020966136579736,236
-1.3960979826687243,-1.3568076514120113,-1.3763770327117608,-1.3425418498248591,237
-1.3449872269839165,-1.3583355283840743,-1.3556190753804527,-1.347099638250196,238
-1.3438838301135587,-1.2961333683960818,-1.3306911887576331,-1.2857251370054061,239
-1.283140473368498,-1.2991643958492316,-1.300354892269542,-1.307699963097153,240
-1.3097833369197056,-1.3265638306620309,-1.3363921479558285,-1.345632673221881,241
-1.344104571313543,-1.2823651179991413,-1.3246095723171323,-1.2941699246299367,242
-1.2939439586236334,-1.3058279114923856,-1.3005518480942584,-1.2994831759654848,243
-1.3008377036587186,-1.3175796710866612,-1.3150299091779378,-1.3264740064621103,244
-1.328548746950298,-1.344591724302668,-1.3591193466006746,-1.3707203181774417,245
-1.3710686385615505,-1.3749471341380637,-1.3889517507556792,-1.3961109710433928,246
-1.3955401192635863,-1.4104923473160145,-1.4934652480097557,-1.4616466930565541,247
-1.462666387912382,-1.4725547636748384,-1.5094035360374791,-1.4607882829868126,248
-1.4617007148884413,-1.4611721707832523,-1.4850356705865266,-1.48962420723958,249
-1.4918001304910296,-1.489811502159657,-1.5634427400119002,-1.4766292365394291,250
-1.4763502812117797,-1.399998135039748,-1.4562805739128812,-1.3891777211092995,251
-1.388530870241102,-1.3833529873903478,-1.3880194759899906,-1.3983455545389616,252
-1.3988691552556258,-1.4157006610510678,-1.4233788983347828,-1.438616268837282,253
-1.4399751875929923,-1.4226762616109838,-1.4242456352828368,-1.4241226106714882,254
-1.4246176190340212,-1.4374895327977733,-1.440541620774565,-1.4455574486339708,255
-1.4471941744906587,-1.463733226406701,-1.486898059117071,-1.4996865059121214,256
-1.4983821544962346,-1.5127434278137808,-1.5736666040302005,-1.5600353782857868,257
-1.561508761460361,-1.5262802611083464,-1.602593629813036,-1.5280168982162452,258
-1.5285902478800033,-1.5114481556082775,-1.535401799255685,-1.5148893667681582,259
-1.5145151229446796,-1.5250855505907843,-1.5610161998964165,-1.5745147403434934,260
-1.575831493282831,-1.5921255695615875,-1.6662755018571465,-1.676312670050172,261
-1.6749307346403874,-1.6331338320944238,-1.688088702398355,-1.6742509860334007,262
-1.6761672397005538,-1.6945256453705833,-1.7933564654353964,-1.719905622088297,263
-1.7265322009150277,-1.745107514239666,-1.8629604518702458,-1.8402526042535692,264
-1.8448482587266262,-1.7410259604354814,-1.8231771471380116,-1.7313639339612719,265
-1.7305056666827838,-1.6732927382688025,-1.710627321825849,-1.7174191828611083,266
-1.718637132021956,-1.7368789401316294,-1.7959202244621164,-1.8093673719564767,267
-1.8125883229427937,-1.8315342556651975,-1.9177126721256694,-1.8459392947014217,268
-1.846906048417519,-1.8304286340617517,-1.9479039234723823,-1.9534435936976264,269
-1.935121356768458,-1.8825405297231106,-1.940861695191839,-1.9261025352891727,270
-1.925473000210322,-1.8736435995874265,-1.9079408489963492,-1.8644352005667484,271
-1.8653745697139272,-1.8839779291233156,-1.9449352943086424,-1.9586840549881277,272
-1.9597059813150925,-1.9676934404289574,-2.02348690115828,-2.029702814465225,273
-2.0346221204779873,-2.0545242900187257,-2.2747610672669936,-2.2572607682506325,274
-2.2582239639562496,-2.2780360347003397,-2.473399431147486,-2.298201786465048,275
-2.1908230876817303,-2.149751764948961,-2.202614500393013,-2.1823883308923016,276
-2.183675725061726,-2.0634572411161485,-2.1605321501458437,-2.0642321075664727,277
-2.0651657540446666,-1.9808617607029688,-2.042537195187328,-1.9708771063899844,278
-1.968026093909322,-1.92985680833999,-1.9834618523727565,-1.9153291850943195,279
-1.9085768304753952,-1.8813750794289668,-1.9916454947475501,-1.9991958611039216,280
-1.9979723610067248,-2.012249761698062,-2.0577767546561474,-2.0599654663784364,281
-2.060415543143023,-2.010965937302019,-2.0578679889909486,-2.0120580680609033,282
-2.0126989172895806,-1.924878547525002,-1.9902983667866272,-1.9119101883332867,283
-1.9133202217654883,-1.9326999783088794,-2.0221149152384372,-2.032378330195742,284
-2.0336399719391136,-2.031385028097582,-2.097979650787391,-2.0868895182554295,285
-2.0879759146260515,-2.053000001180187,-2.108067442964372,-2.1104351674194453,286
-2.109346816381763,-2.115707743042724,-2.1616946785542743,-2.117167666042245,287
-2.1161648822746266,-2.136418233446109,-2.181315436581633,-2.191423308403769,288
-2.192484188230807,-2.155348055424455,-2.2118990067691766,-2.2230862931750752,289
-2.2244144970221944,-2.2451340486926155,-2.290098792812537,-2.2782619954883723,290
-2.278745774890274,-2.189757167791591,-2.2646219733045294,-2.1847238877511876,291
-2.187213234672999,-2.1757650728305307,-2.2013581710923007,-2.1751422681042487,292
-2.1759117819588005,-2.1437957868695685,-2.198452541615714,-2.21052347567129,293
-2.2123433652192337,-2.161565766900554,-2.1950576116797547,-2.1469626687891297,294
-2.151933056733368,-2.151172844989302,-2.164410162527598,-2.145152903545004,295
-2.145925966579687,-2.117473296636795,-2.1779212542520847,-2.1915862344275134,296
-2.198915399778419,-2.219525134043159,-2.24357103285384,-2.208021675134554,297
-2.2090177712064603,-2.205946520827339,-2.2158599340063923,-2.2089101156599695,298
-2.2096757962220392,-2.1418462949442367,-2.193083086214852,-2.124396498535594,299
-2.1260499959153045,-2.1247405155682237,-2.157274807328761,-2.1711761833734697,300
-2.17178512951257,-2.0997735450981962,-2.148693228287947,-2.126906963165737,301
-2.126646106537742,-2.052193663038849,-2.1037503687371713,-2.03857739514146,302
-2.035932559180944,-2.0491206080020525,-2.0569857127513234,-2.043420887514135,303
-2.0471113433054238,-2.054195386999789,-2.0870521784082317,-2.0427023777072857,304
-2.0455828613985587,-2.0097412594762605,-2.023039405120344,-2.007241992691143,305
-2.006652705647576,-1.9863179095851224,-1.996162922438206,-1.972083922908667,306
-1.9736524259440436,-1.9727663300675577,-2.0078333861916056,-2.0230613581942825,307
-2.023285912693433,-1.97485093987538,-2.0202079318269917,-1.9611958162881244,308
-1.9607331544726891,-1.9553860236690612,-1.953799163702115,-1.95165300214258,309
-1.9526180607612813,-1.953324381540651,-1.9586792257592542,-1.9734928354123056,310
-1.9743425789480582,-1.9935518885385402,-1.999838328145246,-2.0146184053099705,311
-2.016171793218595,-2.03563944199316,-2.0334810323016455,-2.0453978741652277,312
-2.0444147168651154,-2.0398152917223262,-2.0672052243661803,-2.0814958821097247,313
-2.082367840822902,-2.057187416764001,-2.086835656685524,-2.0421937822706537,314
-2.042798764362214,-2.0173068445082936,-2.0339011754425025,-2.0082393352387595,315
-2.00888093162594,-2.015258906033872,-2.011474219237917,-2.0202228888474023,316
-1.9770195507503867,-1.9706840529864704,-1.962132230874836,-1.9692120518277734,317
-1.963160755759329,-1.9412290185420027,-1.9422849664096038,-1.926858654123971,318
-1.9276559974701974,-1.935715307515713,-1.9424842338355495,-1.9317107840098446,319
-1.9325356999750702,-1.9326999783088794,-2.0408487325553253,-2.0432711979836897,320
-2.0443549267579577,-2.058355662420873,-2.088476332349571,-2.0718838938703144,321
-2.075222773563206,-2.0950856811115095,-2.127121402459073,-2.1337662678315326,322
-2.133374584266382,-2.1363241602304304,-2.1447859893893098,-2.151606641244385,323
-2.150214660366483,-2.1048740154741346,-2.1272164992542337,-2.0949803558558715,324
-2.0976406970111388,-2.117814269751701,-2.1570171257142485,-2.1568698201206336,325
-2.157481698027024,-2.1157387341997755,-2.1426120816372705,-2.099209943690972,326
-2.099864442777873,-2.09569777099175,-2.0825090597003078,-2.0882712402154713,327
-2.0911096448806843,-2.111255090225422,-2.1211466090122943,-2.1190111130523372,328
-2.131863193348795,-2.1459363020063678,-2.16447493250851,-2.1764986885632402,329
-2.17178512951257,-2.1728840251552057,-2.1701786014936295,-2.1715626344507633,330
-2.17775266218794,-2.159691785158834,-2.1830478252354384,-2.1944234845269306,331
-2.1903348382401564,-2.152247282314687,-2.1676808970229247,-2.1348700534348817,332
-2.1358334230189144,-2.1035514546303085,-2.1163562317843567,-2.086245058179571,333
-2.087147293058135,-2.0922421731779197,-2.097730445998432,-2.1019940439718012,334
-2.1027408349646657,-2.0878790584336397,-2.1110142118921478,-2.070788708087873,335
-2.073091057507315,-2.0924866768871784,-2.1194433070043224,-2.1378380828906343,336
-2.1343199059686513,-2.118186343478337,-2.1243686316635233,-2.1269698323229558,337
-2.1297870467264652,-2.1116874646197914,-2.1068776591492364,-2.1149830072087408,338
-2.1159776999765665,-2.127449982272851,-2.123135877712247,-2.129389558420693,339
